Age,Overall rating,Height in cm,Weight in kg,Value,Wage,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,ATT,DEF,GK,MID
18,69,177,68,€2.9M,€8K,62,65.6,70,58,54.33,30.67,10,7,9,14,15,FALSE,FALSE,FALSE,TRUE
25,64,174,67,€0,€0,58.8,57.4,78.8,59.4,47.67,26.33,5,12,6,5,15,FALSE,FALSE,FALSE,TRUE
17,65,200,95,€1.3M,€500,13,15.6,31,42,21.17,11,68,66,60,63,68,FALSE,FALSE,TRUE,FALSE
17,68,183,72,€2.6M,€500,60,62.4,74.8,67.2,58.83,64.33,9,7,8,7,11,FALSE,FALSE,FALSE,TRUE
19,62,187,74,€875K,€4K,41.4,44.4,64.6,57.4,48.33,59,11,12,15,7,14,FALSE,TRUE,FALSE,FALSE
19,67,187,86,€2.3M,€3K,41,49,60.4,52.2,46,68.67,10,8,11,8,11,FALSE,TRUE,FALSE,FALSE
18,71,186,80,€3.7M,€2K,66,70.8,74,64.8,71.83,66.67,12,10,13,6,7,FALSE,FALSE,FALSE,TRUE
22,72,162,69,€5.5M,€12K,62.6,64.8,82,59,53.67,28.33,8,14,6,14,10,FALSE,FALSE,FALSE,TRUE
19,73,181,73,€6.5M,€700,65.4,68.4,75.2,72.4,64.67,53.33,9,13,7,7,12,FALSE,FALSE,FALSE,TRUE
23,75,188,87,€7M,€28K,49.4,48.4,66.6,56.2,55.67,76.67,13,5,13,7,6,FALSE,TRUE,FALSE,FALSE
22,70,179,78,€3.2M,€11K,59.2,62.2,75.4,56.4,58.5,42.33,8,12,5,6,14,FALSE,FALSE,FALSE,TRUE
22,65,172,66,€0,€0,52.8,60.2,70,55.2,52.33,41.33,14,12,10,11,8,FALSE,FALSE,FALSE,TRUE
22,69,180,73,€2.8M,€18K,62.2,66.6,77.8,60.4,62.5,50.33,13,7,7,14,11,FALSE,FALSE,FALSE,TRUE
22,67,185,77,€2.3M,€3K,59.6,64.4,70.2,70,61.67,61,8,8,13,11,10,FALSE,FALSE,FALSE,TRUE
22,72,167,65,€4.8M,€6K,60,69.4,79.8,54.2,56.67,36,6,8,15,6,6,FALSE,FALSE,FALSE,TRUE
23,73,191,87,€4.2M,€12K,54.4,59.8,75,73.8,60.67,70.67,13,15,10,12,12,FALSE,TRUE,FALSE,FALSE
24,78,178,71,€15M,€12K,65.8,77,82.4,64.6,70.17,67,6,12,14,11,11,FALSE,FALSE,FALSE,TRUE
23,74,184,75,€6M,€30K,60.6,58,75.4,68.6,64.83,67,15,8,10,7,11,FALSE,TRUE,FALSE,FALSE
22,69,176,68,€2.1M,€3K,55.4,56,68.8,60.2,56.67,65.33,11,10,8,6,7,FALSE,TRUE,FALSE,FALSE
25,75,183,72,€6.5M,€14K,61.4,71.8,70,77.2,70.67,68.67,6,11,14,12,6,FALSE,FALSE,FALSE,TRUE
24,76,175,76,€10M,€16K,66.6,75,82.8,73.6,70.67,56.33,6,11,13,10,14,FALSE,FALSE,FALSE,TRUE
22,74,197,84,€8M,€23K,49.6,49.2,61,65.4,53.83,72.33,12,11,11,9,12,FALSE,TRUE,FALSE,FALSE
21,73,186,70,€7M,€6K,60.2,64,77.6,67,55.17,39.33,8,10,12,6,12,FALSE,FALSE,FALSE,TRUE
21,73,188,85,€6M,€7K,13,14.2,42.6,39.8,22.33,12.67,74,70,70,73,77,FALSE,FALSE,TRUE,FALSE
22,72,176,69,€3.6M,€3K,62.8,69.4,73.8,64.6,57.83,39,8,9,14,15,14,FALSE,FALSE,FALSE,TRUE
20,70,175,76,€4.1M,€11K,66.2,61,73.4,70.4,63.67,38.33,8,6,12,10,9,TRUE,FALSE,FALSE,FALSE
24,77,174,66,€14M,€1K,64.2,74.8,80.4,59.6,70.5,75.67,11,6,8,13,5,FALSE,TRUE,FALSE,FALSE
19,60,170,69,€550K,€650,45.8,55.4,76.4,47.6,51,55.33,13,13,11,8,10,FALSE,FALSE,FALSE,TRUE
22,74,183,75,€9M,€17K,58.6,61.2,64.8,73.6,65.83,70.67,6,7,12,14,9,FALSE,FALSE,FALSE,TRUE
23,75,178,76,€9M,€13K,58.6,64.8,75.6,64.4,61,47,6,8,9,14,6,FALSE,FALSE,FALSE,TRUE
23,72,172,62,€3.7M,€6K,59,64.2,76,59.4,58.67,35.67,11,8,6,10,12,FALSE,FALSE,FALSE,TRUE
20,68,190,91,€2.3M,€3K,11.6,14.4,53.8,47,19.67,10.33,68,65,71,65,72,FALSE,FALSE,TRUE,FALSE
19,63,191,84,€1.2M,€3K,42,37.4,69.4,54,42.17,60.33,12,8,8,10,8,FALSE,TRUE,FALSE,FALSE
20,72,175,70,€5M,€6K,64.6,62,77.4,70.8,59,15.67,8,8,14,7,7,TRUE,FALSE,FALSE,FALSE
19,65,183,80,€1.6M,€8K,53.4,57.2,67.2,56.2,53.5,59.33,5,6,10,9,12,FALSE,TRUE,FALSE,FALSE
22,70,188,84,€3.3M,€24K,43.2,44.6,69.6,60.8,53.67,69,8,7,8,10,8,FALSE,TRUE,FALSE,FALSE
21,68,177,71,€3M,€9K,56,62.6,76.8,62.4,56.17,35.33,11,11,11,13,8,FALSE,FALSE,FALSE,TRUE
22,74,176,65,€9.5M,€6K,65.4,70.2,78.4,71,68.67,62.67,8,12,13,6,9,FALSE,FALSE,FALSE,TRUE
19,71,185,74,€4M,€500,63.2,67,73.2,65,61.83,34.33,14,14,8,7,13,FALSE,FALSE,FALSE,TRUE
25,74,187,78,€3.5M,€21K,51.8,58.4,75.2,68.2,65.33,71.33,10,14,6,15,7,FALSE,TRUE,FALSE,FALSE
21,68,175,68,€2.7M,€5K,61,55.4,79.2,66.6,59,40.33,14,9,12,11,14,TRUE,FALSE,FALSE,FALSE
23,71,198,94,€2.4M,€7K,15.4,20.2,37.2,44.8,23.17,16,71,69,65,70,74,FALSE,FALSE,TRUE,FALSE
20,68,175,65,€2.9M,€9K,56.8,56.8,80,51.4,48.33,23.33,13,10,14,14,8,TRUE,FALSE,FALSE,FALSE
21,68,175,65,€2.1M,€5K,61,50,76.8,61.8,54,20,14,7,7,7,13,TRUE,FALSE,FALSE,FALSE
23,75,186,80,€8.5M,€850,65.2,63.8,70.8,76,61.67,20,6,13,10,5,5,TRUE,FALSE,FALSE,FALSE
19,65,185,76,€1.5M,€2K,48.6,54.4,71.8,55.4,50.67,61.67,13,9,11,10,14,FALSE,TRUE,FALSE,FALSE
27,75,195,93,€5.5M,€24K,15.4,20.2,37.4,45.4,24.17,12.67,76,71,74,73,76,FALSE,FALSE,TRUE,FALSE
21,73,189,77,€5.5M,€12K,18,16,46.8,46,17.83,8,71,75,76,73,75,FALSE,FALSE,TRUE,FALSE
21,68,174,67,€2.7M,€5K,52,65.8,79.8,62.2,63.33,62,9,14,13,7,10,FALSE,TRUE,FALSE,FALSE
19,65,182,69,€1.6M,€13K,45.4,43,69.8,51.8,47.17,62.67,5,9,8,12,9,FALSE,TRUE,FALSE,FALSE
24,76,173,71,€10M,€33K,64,73.6,82.8,68.2,58.83,36.33,11,7,12,9,8,FALSE,FALSE,FALSE,TRUE
19,61,188,78,€725K,€1K,52.8,50.6,74.8,70.2,58.67,37.33,9,12,10,10,6,TRUE,FALSE,FALSE,FALSE
20,67,183,80,€1.9M,€3K,56.4,62.2,72.6,63.2,56.83,60.33,11,12,14,11,12,FALSE,TRUE,FALSE,FALSE
21,72,182,72,€5M,€15K,58,58,74.4,66.6,63.5,65.33,15,13,9,14,8,FALSE,TRUE,FALSE,FALSE
22,74,186,78,€9M,€9K,47.8,47.8,66.8,63.6,60.67,76,9,10,14,12,10,FALSE,TRUE,FALSE,FALSE
21,74,179,74,€9.5M,€27K,55.8,74.4,77.2,68.6,65.5,52.33,13,9,12,13,11,FALSE,FALSE,FALSE,TRUE
21,66,186,81,€1.8M,€15K,19.8,21.6,41.2,38.4,20.5,10.67,66,68,67,65,62,FALSE,FALSE,TRUE,FALSE
20,72,187,79,€4.9M,€20K,61.2,64.2,63.2,64.2,60.17,70,11,12,11,14,8,FALSE,TRUE,FALSE,FALSE
22,67,184,80,€1.4M,€3K,50.8,59.2,59,64.6,60.5,63,13,5,11,12,6,FALSE,FALSE,FALSE,TRUE
20,67,184,72,€2.2M,€1K,55.8,54.4,79.4,64.2,56.5,30,12,14,12,14,7,FALSE,FALSE,FALSE,TRUE
23,70,173,75,€3M,€8K,48.4,54,72.6,52.8,56,65.67,11,10,13,8,8,FALSE,TRUE,FALSE,FALSE
20,73,192,79,€4.7M,€16K,61.4,60.8,71.8,67.6,63.83,60.33,11,14,10,7,8,FALSE,FALSE,FALSE,TRUE
19,60,177,68,€600K,€4K,45.6,41,74.4,57.8,44.5,13.33,7,6,9,15,11,TRUE,FALSE,FALSE,FALSE
21,69,179,68,€3.1M,€500,68.4,74.6,74,72.6,64.33,60.33,13,9,14,10,9,FALSE,FALSE,FALSE,TRUE
22,70,180,75,€2.7M,€9K,58.4,66.8,76.6,66.8,51.17,17,14,10,10,9,14,FALSE,FALSE,FALSE,TRUE
28,77,178,64,€11M,€24K,71.6,71.6,78.6,72.4,71.17,21,7,8,9,15,13,TRUE,FALSE,FALSE,FALSE
21,69,179,76,€2.7M,€4K,58.8,64.4,75.8,60.8,64.17,66,11,14,10,11,10,FALSE,FALSE,FALSE,TRUE
20,64,181,83,€1.3M,€4K,60.6,58.4,70.4,62.8,54.5,54.33,13,13,14,9,11,FALSE,FALSE,FALSE,TRUE
20,69,178,69,€2.9M,€5K,59,63.8,72.2,69.6,60.67,64,14,13,8,11,7,FALSE,TRUE,FALSE,FALSE
25,74,176,74,€5M,€23K,70.4,72,76.2,73.8,59.17,48.33,12,13,7,5,10,FALSE,FALSE,FALSE,TRUE
24,73,176,64,€4.7M,€13K,67.2,69.8,80.6,73.8,62.17,31,11,14,10,14,12,TRUE,FALSE,FALSE,FALSE
24,70,177,75,€2.4M,€20K,62,64.4,74,64.4,58.83,38.67,8,7,10,7,11,FALSE,FALSE,FALSE,TRUE
25,73,182,72,€3.6M,€15K,64.6,71.8,77,69.8,61.33,29.33,15,13,13,7,12,TRUE,FALSE,FALSE,FALSE
25,76,193,85,€9.5M,€15K,43.6,49,64,58.6,55.17,75.33,6,6,14,8,5,FALSE,TRUE,FALSE,FALSE
24,72,183,70,€3.2M,€6K,63.2,62,82.2,68.4,56.33,41,15,10,14,14,6,FALSE,FALSE,FALSE,TRUE
30,79,194,79,€14.5M,€56K,49.8,54.2,65.4,66.6,62,81.33,5,9,13,6,8,FALSE,TRUE,FALSE,FALSE
25,74,174,67,€6M,€21K,65.8,78,64.8,63.6,66.5,52.33,12,7,9,11,7,FALSE,FALSE,FALSE,TRUE
23,74,190,79,€6M,€29K,52.8,55,59,65.8,64.67,73.67,14,8,8,10,14,FALSE,TRUE,FALSE,FALSE
25,75,190,80,€6M,€29K,14.4,21,49,42.6,24.83,13,76,73,68,74,76,FALSE,FALSE,TRUE,FALSE
23,73,185,87,€4.3M,€27K,59.2,62,72.2,71.4,63.33,71,14,7,11,8,9,FALSE,TRUE,FALSE,FALSE
24,74,185,84,€5.5M,€22K,71,73.6,70.4,78.8,69.17,56,13,7,7,8,9,FALSE,FALSE,FALSE,TRUE
26,70,170,70,€1.9M,€15K,62,59.2,85.8,68,61,35.33,8,10,14,8,10,TRUE,FALSE,FALSE,FALSE
24,72,182,72,€3.3M,€7K,56.8,69.8,71.4,75.2,56.83,69,12,9,6,6,13,FALSE,TRUE,FALSE,FALSE
26,76,182,78,€8M,€9K,59.2,67.6,72.2,74.8,60.5,75.67,14,13,13,13,14,FALSE,TRUE,FALSE,FALSE
28,77,185,84,€11M,€11K,69.8,57.2,70.2,76.8,61.83,23.67,9,8,14,7,13,TRUE,FALSE,FALSE,FALSE
26,65,168,72,€0,€0,44.6,50,75.2,60.8,56.83,66.67,12,11,15,7,15,FALSE,TRUE,FALSE,FALSE
24,75,183,82,€7.5M,€5K,69.4,71,78.6,76.4,62.83,43.67,5,13,7,8,13,FALSE,FALSE,FALSE,TRUE
26,78,185,82,€17M,€57K,66.6,64.6,76.6,80,63,24,12,14,6,13,15,TRUE,FALSE,FALSE,FALSE
25,75,180,73,€7.5M,€21K,61,68,60.8,65,68.17,74,14,12,11,14,14,FALSE,FALSE,FALSE,TRUE
25,76,173,75,€9M,€22K,68.6,71,80.4,72.6,55.67,36.33,11,5,13,7,12,FALSE,FALSE,FALSE,TRUE
27,76,175,70,€8M,€21K,63.2,60.4,76,76.2,61.67,33.33,8,14,11,9,5,TRUE,FALSE,FALSE,FALSE
24,69,181,70,€1.9M,€13K,53.2,57,69.8,59.8,54.33,66.33,14,14,12,9,11,FALSE,TRUE,FALSE,FALSE
23,66,183,75,€1.8M,€11K,61,59.2,73.6,67.6,58.33,28.67,6,13,13,12,14,TRUE,FALSE,FALSE,FALSE
26,76,174,70,€8M,€21K,59.4,63.2,73.8,64.2,63.33,74.33,8,6,10,10,15,FALSE,TRUE,FALSE,FALSE
26,73,184,78,€3.3M,€31K,65.6,62.4,67,67.8,66.33,69.33,7,7,7,14,14,FALSE,TRUE,FALSE,FALSE
23,72,196,91,€3M,€15K,46.6,47.4,58.4,64,53.17,69.67,13,11,10,11,11,FALSE,TRUE,FALSE,FALSE
24,71,186,74,€2M,€7K,14,18,37.4,33.4,20.17,10.33,72,69,68,71,73,FALSE,FALSE,TRUE,FALSE
23,74,180,69,€6M,€40K,53.8,59.2,70,62,58.67,73.33,10,10,15,12,9,FALSE,TRUE,FALSE,FALSE
22,71,186,73,€2.6M,€5K,55.6,56.6,59.6,62.2,59.17,68.33,10,7,7,12,5,FALSE,FALSE,FALSE,TRUE
28,73,195,88,€0,€0,11.2,16,51.8,46.4,26,14.67,73,71,72,70,73,FALSE,FALSE,TRUE,FALSE
22,58,185,76,€400K,€6K,13.2,13.8,27.8,29.2,23.17,11,59,58,56,54,62,FALSE,FALSE,TRUE,FALSE
23,72,191,82,€3.4M,€14K,48.4,47,56.6,57.6,52.5,73.33,8,8,14,6,10,FALSE,TRUE,FALSE,FALSE
25,75,188,80,€6M,€18K,16.2,23.4,54.2,41.2,23.33,14,74,70,78,72,78,FALSE,FALSE,TRUE,FALSE
22,70,175,70,€2.4M,€14K,62.2,64.8,78.8,62,59.33,63,6,13,12,13,11,FALSE,FALSE,FALSE,TRUE
20,74,184,80,€6M,€16K,55.4,57.2,76.6,64.6,60.33,72.67,12,7,10,10,10,FALSE,TRUE,FALSE,FALSE
22,72,191,78,€4.8M,€4K,67.6,61.4,70.2,76.2,58,27,12,15,13,7,12,TRUE,FALSE,FALSE,FALSE
26,68,179,72,€0,€0,54.6,58.8,66.2,60.4,65.17,55,10,10,12,6,11,FALSE,FALSE,FALSE,TRUE
25,74,191,78,€4.6M,€15K,12.4,13.2,36.2,42.2,26.33,14.33,75,71,66,73,74,FALSE,FALSE,TRUE,FALSE
23,68,188,78,€1.7M,€6K,50.8,48.8,66.2,61.8,55,67.33,7,9,6,10,7,FALSE,TRUE,FALSE,FALSE
27,74,179,73,€4.5M,€24K,66.6,67.8,80,66.2,56,27,5,8,5,10,11,TRUE,FALSE,FALSE,FALSE
24,75,190,85,€10.5M,€13K,63.4,58.6,60.6,73.2,64,74.67,13,7,12,10,13,FALSE,TRUE,FALSE,FALSE
25,78,178,76,€18.5M,€44K,70.8,81.8,74.2,72.4,73,61,9,12,12,5,6,FALSE,FALSE,FALSE,TRUE
25,74,185,77,€5.5M,€24K,68.8,72.2,68.4,78.8,69.83,69.33,9,9,10,13,11,FALSE,FALSE,FALSE,TRUE
29,79,176,73,€17M,€31K,71.2,78.6,72.6,78.6,79.5,75,8,10,12,6,9,FALSE,FALSE,FALSE,TRUE
24,77,190,82,€12M,€27K,15,18.6,55.8,43.2,25.5,16.33,78,75,71,71,80,FALSE,FALSE,TRUE,FALSE
24,73,176,75,€4.7M,€15K,64.4,67.6,82.2,69.8,60.67,38.67,5,9,8,8,7,FALSE,FALSE,FALSE,TRUE
26,71,179,74,€0,€0,60.2,67.2,74.6,69.4,63.83,68.67,7,9,10,7,11,FALSE,TRUE,FALSE,FALSE
25,72,182,75,€3.2M,€8K,58,67.8,69,74.6,61,70,14,6,9,6,12,FALSE,TRUE,FALSE,FALSE
26,72,174,68,€2.7M,€5K,63.2,69,72.2,66.8,67.83,63,12,9,12,12,5,FALSE,FALSE,FALSE,TRUE
23,72,189,84,€4.4M,€15K,44,43.2,57.8,56,48.5,73.67,12,15,12,14,5,FALSE,TRUE,FALSE,FALSE
25,69,177,70,€1.8M,€5K,64,67.2,66.4,68.8,63.33,52.33,11,11,8,11,10,FALSE,FALSE,FALSE,TRUE
25,74,173,68,€5M,€45K,70.2,63.4,87.2,76.4,66.67,58.67,5,9,5,9,12,TRUE,FALSE,FALSE,FALSE
23,72,189,87,€4.5M,€15K,16,19,39.2,37.6,25,10.67,71,69,72,68,75,FALSE,FALSE,TRUE,FALSE
21,66,196,84,€1.7M,€11K,13.6,15.6,44.4,37.4,20.17,12.67,64,65,63,67,66,FALSE,FALSE,TRUE,FALSE
21,71,188,72,€4M,€25K,57.4,63.2,63.4,65.8,66.17,66,7,12,11,12,15,FALSE,FALSE,FALSE,TRUE
22,68,186,81,€2.6M,€24K,56.8,64,63.6,66.6,64.17,62.33,7,9,14,9,6,FALSE,FALSE,FALSE,TRUE
24,74,173,63,€6M,€10K,61.4,65,87.4,66.6,62.5,33.33,15,10,11,10,6,FALSE,FALSE,FALSE,TRUE
24,80,185,73,€27M,€34K,46.4,45.4,75.4,64.8,59,81.67,12,7,10,6,12,FALSE,TRUE,FALSE,FALSE
25,71,188,82,€2.5M,€18K,62.8,55.6,73.8,77,57.17,24.33,13,9,10,11,5,TRUE,FALSE,FALSE,FALSE
26,70,181,68,€1.9M,€23K,63.8,70.8,70.2,67.6,64.5,58,7,16,9,11,16,FALSE,FALSE,FALSE,TRUE
26,68,188,82,€1.3M,€10K,60.4,61.8,74.4,71.6,55.67,33,13,11,7,7,15,FALSE,FALSE,FALSE,TRUE
25,74,183,79,€4.7M,€29K,54.6,53.2,72.2,66.8,60.5,74.67,7,6,12,14,11,FALSE,TRUE,FALSE,FALSE
27,77,190,85,€11M,€55K,57.4,54.2,67.2,63.6,68,76.67,9,14,6,8,7,FALSE,TRUE,FALSE,FALSE
24,74,193,86,€6M,€19K,46.6,52,64.4,63.2,58.33,74.67,10,11,7,9,14,FALSE,TRUE,FALSE,FALSE
25,79,187,84,€20M,€68K,58.8,63,71.2,72.4,67.33,81,10,7,14,11,15,FALSE,TRUE,FALSE,FALSE
30,75,172,75,€5.5M,€18K,63.8,77.6,78,64.2,63.67,35.67,6,9,13,12,15,FALSE,FALSE,FALSE,TRUE
27,83,186,81,€36.5M,€95K,73.8,68.2,72.8,79.8,69.33,84.67,9,7,15,7,15,FALSE,TRUE,FALSE,FALSE
28,84,192,79,€36M,€43K,17.8,21,55,50.8,29.83,16.33,84,79,80,86,86,FALSE,FALSE,TRUE,FALSE
25,75,175,72,€6.5M,€26K,60.2,62.2,83.6,72.6,65.17,69.33,15,13,9,14,13,FALSE,TRUE,FALSE,FALSE
28,80,177,72,€21M,€20K,75.4,77,79.6,81.2,76.5,70,14,7,8,9,15,TRUE,FALSE,FALSE,FALSE
25,69,181,73,€1.7M,€7K,54.6,57.8,73.2,60.4,61.5,66.67,10,11,10,9,11,FALSE,FALSE,FALSE,TRUE
25,77,183,92,€14M,€45K,47.4,54,76,65.6,58.5,73.67,13,6,8,16,10,FALSE,TRUE,FALSE,FALSE
25,68,190,80,€1.5M,€7K,41.2,48.4,60.2,62.4,53.67,67,14,9,8,14,15,FALSE,TRUE,FALSE,FALSE
27,73,192,86,€3.1M,€4K,65,66.6,64.6,76.8,65.5,70.33,11,9,10,11,10,FALSE,TRUE,FALSE,FALSE
25,73,193,89,€4.1M,€37K,61.2,58,70.4,77.4,61.83,39.67,6,11,9,11,11,TRUE,FALSE,FALSE,FALSE
25,73,177,63,€4M,€18K,61.8,70.4,70.8,61.4,64.67,63.67,11,14,12,7,10,FALSE,FALSE,FALSE,TRUE
24,72,198,79,€2.6M,€23K,42.6,48.2,48.4,57.8,53.67,71,12,12,12,15,13,FALSE,TRUE,FALSE,FALSE
27,81,180,75,€27.5M,€47K,70.2,77.8,77.2,76.8,66.17,48,8,9,12,8,8,FALSE,FALSE,FALSE,TRUE
25,61,184,77,€400K,€1K,51.2,56.8,72.6,56.8,49,35.67,6,11,13,10,7,FALSE,FALSE,FALSE,TRUE
29,80,174,70,€20.5M,€120K,69.2,75,82.4,70.6,71.33,56.67,6,9,13,13,12,TRUE,FALSE,FALSE,FALSE
26,73,183,76,€3.6M,€34K,66.2,69.2,75.2,72.6,71.17,63.67,14,13,11,5,7,FALSE,FALSE,FALSE,TRUE
25,74,187,82,€7.5M,€24K,50.4,53.4,65.8,61,53.83,73.67,6,11,10,8,7,FALSE,TRUE,FALSE,FALSE
26,74,172,65,€4.6M,€27K,64,72.8,80.8,65.4,64.83,43,8,6,8,7,12,FALSE,FALSE,FALSE,TRUE
26,62,189,73,€425K,€2K,50.8,54.6,60.6,60.6,57,58.33,6,11,8,11,9,FALSE,TRUE,FALSE,FALSE
28,80,172,70,€19M,€56K,66.6,76.2,77,70,66.33,79.33,14,14,10,6,8,FALSE,TRUE,FALSE,FALSE
26,77,191,86,€14M,€29K,75.4,64.4,72,81.4,66.83,40,12,11,15,10,6,TRUE,FALSE,FALSE,FALSE
25,77,188,85,€11.5M,€39K,57.6,66.6,64.6,72,66.5,78,13,13,14,14,8,FALSE,TRUE,FALSE,FALSE
26,75,183,74,€6.5M,€29K,72.2,77.6,69,73.4,66.33,44.67,10,12,5,13,7,FALSE,FALSE,FALSE,TRUE
27,76,191,88,€8M,€14K,70.2,69.6,63.6,77.8,73.5,72.33,9,14,8,12,13,FALSE,FALSE,FALSE,TRUE
27,77,185,82,€10.5M,€43K,56.2,54,65.6,67,64,75.67,6,7,7,7,7,FALSE,TRUE,FALSE,FALSE
25,78,188,76,€14.5M,€13K,14.8,19.2,52.2,47.2,28.33,14,80,75,78,74,78,FALSE,FALSE,TRUE,FALSE
26,75,179,74,€6.5M,€10K,67.6,76.2,71.6,75.8,72.67,71.33,7,12,13,12,10,FALSE,FALSE,FALSE,TRUE
25,73,190,80,€3.8M,€12K,48.6,45.4,62.8,70.6,56.33,69.33,7,7,11,14,7,FALSE,TRUE,FALSE,FALSE
23,64,174,72,€775K,€4K,55.4,58,78,64.6,58.5,52.67,12,6,9,11,6,FALSE,FALSE,FALSE,TRUE
24,74,181,71,€6M,€10K,63,71.4,69.2,69.2,68.67,62,8,12,10,10,7,FALSE,FALSE,FALSE,TRUE
26,73,190,84,€3.6M,€20K,68.8,58.2,67.8,78.8,62.83,33,9,9,9,7,7,TRUE,FALSE,FALSE,FALSE
26,79,188,85,€17.5M,€35K,17.2,23.8,60.6,45.6,30.83,14.33,80,78,77,75,81,FALSE,FALSE,TRUE,FALSE
24,75,177,67,€7M,€28K,58,60.6,75,64.2,60.83,72,12,15,9,9,13,FALSE,TRUE,FALSE,FALSE
26,77,184,74,€0,€0,17.4,22,65.4,48.6,30.5,16.33,81,72,68,77,80,FALSE,FALSE,TRUE,FALSE
24,74,188,74,€4.4M,€28K,51.4,47.8,68,61.2,55.5,74.67,13,8,7,7,10,FALSE,TRUE,FALSE,FALSE
23,67,173,66,€1.5M,€5K,56,64.8,71.2,54.6,59,45.33,12,11,8,12,6,FALSE,FALSE,FALSE,TRUE
25,72,178,72,€3.1M,€17K,60.4,71.8,71.8,67.6,65.17,53,11,12,11,13,13,FALSE,FALSE,FALSE,TRUE
25,75,184,69,€7.5M,€28K,59.2,64.4,71.4,70,72.17,73,6,8,9,8,6,FALSE,FALSE,FALSE,TRUE
23,69,174,68,€0,€0,56.6,64.2,79,57.6,49.5,20.67,11,9,14,12,9,FALSE,FALSE,FALSE,TRUE
26,75,192,88,€7M,€39K,67.8,58.2,64.2,76,63.33,29.33,8,8,7,13,11,TRUE,FALSE,FALSE,FALSE
25,71,180,78,€2.7M,€6K,64,74.8,70.8,73.8,67.33,68,7,14,8,13,7,FALSE,FALSE,FALSE,TRUE
25,74,186,75,€4.6M,€7K,12.2,19,57,42.2,24.67,10.67,75,71,68,73,76,FALSE,FALSE,TRUE,FALSE
29,74,193,85,€4.2M,€29K,66.4,53.6,59.4,79,57.5,24.33,10,11,14,13,9,TRUE,FALSE,FALSE,FALSE
24,72,180,73,€3.3M,€37K,53.8,57.4,69.6,58,63.17,73.67,11,9,12,7,14,FALSE,TRUE,FALSE,FALSE
26,72,182,70,€2.5M,€34K,57.6,65.2,74.2,65.4,63.83,67.67,14,14,7,11,8,FALSE,TRUE,FALSE,FALSE
28,78,190,86,€14M,€55K,74.8,78.2,73,79,72.5,64.33,14,15,10,12,11,FALSE,FALSE,FALSE,TRUE
25,72,180,74,€2.9M,€12K,48.6,54.2,79.4,66.4,59,68,6,14,10,6,11,FALSE,TRUE,FALSE,FALSE
25,72,174,66,€2.6M,€7K,55.6,63,73.4,70,68.5,70.67,13,12,11,11,13,FALSE,FALSE,FALSE,TRUE
24,69,176,72,€2.1M,€13K,62.6,60,83.4,67.8,53.83,37.33,7,9,5,8,5,TRUE,FALSE,FALSE,FALSE
25,78,188,84,€19M,€38K,74.6,75,72,78.4,67.33,32,10,5,10,7,6,TRUE,FALSE,FALSE,FALSE
24,68,194,95,€1.8M,€5K,56.8,55.2,68,76.6,48,21,12,14,6,6,14,TRUE,FALSE,FALSE,FALSE
24,75,187,84,€7.5M,€22K,60.2,67.4,70.6,72.8,65.5,71,14,10,10,8,7,FALSE,FALSE,FALSE,TRUE
27,73,184,84,€2.9M,€26K,60.2,65.8,74.2,69.6,68.33,69,5,15,12,11,14,FALSE,TRUE,FALSE,FALSE
23,71,183,75,€3.7M,€23K,59.8,69.2,70.8,64.6,64.5,67.67,13,6,9,8,8,FALSE,FALSE,FALSE,TRUE
31,85,174,69,€44.5M,€74K,79.4,76.6,85.2,79,72.33,40.67,10,10,15,7,14,FALSE,FALSE,FALSE,TRUE
27,77,169,62,€11.5M,€11K,71,76.8,85.6,62.8,68.33,46.67,6,14,13,13,15,FALSE,FALSE,FALSE,TRUE
29,81,191,91,€17.5M,€25K,19.2,22.2,38.4,45.4,33.33,18,82,76,77,81,84,FALSE,FALSE,TRUE,FALSE
28,83,185,75,€31.5M,€68K,50,54.2,65.8,69.6,59,86,9,14,12,8,9,FALSE,TRUE,FALSE,FALSE
30,77,174,74,€10M,€13K,66,76.2,84.8,73,67,33,8,8,10,13,10,TRUE,FALSE,FALSE,FALSE
28,78,176,79,€12.5M,€63K,63.4,78.6,76.2,72.2,68.5,74.67,8,15,8,7,14,FALSE,TRUE,FALSE,FALSE
29,76,182,75,€6.5M,€40K,59.6,59.8,73.4,64.6,64.83,74.33,12,6,14,9,11,FALSE,TRUE,FALSE,FALSE
28,79,182,81,€16.5M,€42K,61.8,53.8,70.4,73,66.67,80.67,9,14,16,7,7,FALSE,TRUE,FALSE,FALSE
30,79,178,74,€14.5M,€56K,69.4,74.4,83.2,77.8,75.67,73,15,10,8,8,13,FALSE,FALSE,FALSE,TRUE
30,78,172,65,€12M,€34K,65.4,65.4,77.4,71.2,69.33,76.33,13,9,10,15,16,FALSE,TRUE,FALSE,FALSE
28,75,193,86,€5.5M,€72K,51.2,51.6,57.4,61.4,55.83,76.67,5,10,5,5,5,FALSE,TRUE,FALSE,FALSE
28,77,173,70,€10.5M,€17K,66.2,74.6,84.4,68.8,62.17,27,11,13,8,12,8,FALSE,FALSE,FALSE,TRUE
30,75,179,72,€4.7M,€71K,59.6,68.4,61,70.2,69.33,72.67,7,15,15,12,6,FALSE,FALSE,FALSE,TRUE
